1,0128
1,251758
1,656866
1,67759
2,96112
6,0192
4,52016
2,40262
1,39488
2,09616
3,1968
2,4024
3,535922
1,94238
1,878989
2,12461
1,72776
2,710558
3,3552
1,619554
1,474418
2,4134
3,05616
1,92522
2,29104
1,97978
2,2248
1,85196
3,23088
2,93744
2,80512
2,0174
2,7408
2,617061
2,4672
2,24708
2,39136
1,624526
2,716495
2,293529
3,084818
2,480537
2,6928
1,9184
2,229554
2,169185
2,459983
4,732526
2,670451
2,273773
