0,70896
0,864851
1,159806
1,159062
2,072784
4,15872
3,164112
1,659992
0,976416
1,448256
2,23776
1,65984
2,475146
1,342008
1,315292
1,467913
1,209432
1,872749
2,34864
1,118965
1,032093
1,66744
2,139312
1,330152
1,603728
1,367848
1,55736
1,279536
2,261616
2,029504
1,963584
1,39384
1,91856
1,808151
1,72704
1,552528
1,673952
1,1224
1,901547
1,58462
2,159373
1,713826
1,88496
1,32544
1,560688
1,498709
1,721988
3,269745
1,869316
1,57097
